title,cast,return
Xiu Xiu: The Sent-Down Girl,Li Xiaolu,0
Triage,Colin Farrell,0
"Λατέρνα, Φτώχεια και Γαρύφαλλο",Vasilis Avlonitis,0
Tidal Wave,Park Joong-hoon,0.7063530625
Exposed,Keanu Reeves,0
Sundays,Brian Petsos,0.0
No Regret,Kim Nam-gil,0
Inspector Gadget,Matthew Broderick,0.0
Jeremiah,Patrick Dempsey,0
Jo Jeeta Wohi Sikandar,Aamir Khan,0
Orwell Rolls in His Grave,Charles Lewis,0
Dodes'ka-den,Yoshitaka Zushi,0
The Judge Steps Out,Alexander Knox,0
WWE: The Rise & Fall of ECW,Donna Adamo,0
Bad Timing,Art Garfunkel,0
Tenure,Luke Wilson,0
Tonight It's Me,Neil Elliot,0.0
Diary of a Wimpy Kid,Zachary Gordon,5.046699866666667
Vendetta,Dean Cain,0
April 9th,Lars Mikkelsen,0
Daddy Long Legs,Fred Astaire,0
Into the West,Gabriel Byrne,0
Storks,Andy Samberg,2.605418257142857
Robo-Dog,Olivia d'Abo,0
The Revolution Will Not Be Televised,Hugo Chávez,0
Black Tuesday,Edward G. Robinson,0
Rembrandt's J'Accuse...!,Peter Greenaway,0
Battle for Sevastopol,Yulia Peresild,0.0
The Magus,Michael Caine,0
Shark Killer,Derek Theler,0
Mary Shelley,Elle Fanning,0
Antibirth,Natasha Lyonne,0.0
1915,Simon Abkarian,0
Bigfootville,,0
Dickson Greeting,William K.L. Dickson ,0
Man Up,Simon Pegg,0
Rey gitano,Manuel Manquiña,0
Killing Jesus,Haaz Sleiman,0
Protocols Of Zion,Marc Levin,0
I Am Wrath,John Travolta,0.0
It's My Party,Eric Roberts,0
Zombie Resurrection,Eric Colvin,0
Journey,Kattia González,0
Real Life,Albert Brooks,0
400 Days,Caity Lotz,0
The Way Home,Eul-boon Kim,0.0
Ghost,Fyodor Bondarchuk,0
6ixtynin9,Lalita Panyopas,0
Bana Masal Anlatma,Hande Dogandemir,0
A Genius Leaves the Hood - The Unauthorized Story of Jay Z,,0
Stoked: The Rise And Fall Of Gator,Mark 'Gator' Rogowski,0
The Shallows,Blake Lively,7.005926941176471
Fando and Lis,Sergio Kleiner,0
More American Graffiti,Candy Clark,6.0058696
The Scopia Effect,Joanna Ignaczewska,0
Men Go to Battle,Timothy Morton,0
Backtrack,Adrien Brody,0
Bleeding Heart,Zosia Mamet,0
I Killed Napoleon,Micaela Ramazzotti,0
Lucky Country,Toby Wallace,0
Dad's Army,Catherine Zeta-Jones,0
Cell 211,Luis Tosar,3.386049649122807
In Transit,,0
Street Fighter: Round One - FIGHT!,,0
Palio,,0
Song of Lahore,,0
Sweet Lorraine,Tatum O'Neal,0
Thank You for Playing,,0
Very Semi-Serious,Bob Mankoff,0
The Forecaster,,0
A Virgin in the Family,Franca Gonella,0
Einstein,Tom Beck,0
Deadly Friend,Matthew Laborteaux,0
Husband Factor,Ezgi Mola,0
The Odyssey,Lambert Wilson,0.0
Cry in the Woods,Lars Bom,0
I Am Belfast,Richard Buick,0
Ennum Eppozhum,Mohanlal,0
Piku,Amitabh Bachchan,4.028948363636363
Big Sky,Bella Thorne,0
Julieta,Emma Suárez,0.0
Les oiseaux de passage,Clarisse Djuroski,0
Any Day,Sean Bean,0
In Your Hands,Ann Eleonora Jørgensen,0
More Than a Game,LeBron James,0
Her Name Is Sabine,Sandrine Bonnaire,0
Absolution,Steven Seagal,0
Bleed for This,Miles Teller,1.0290818333333334
Little Big Master,Miriam Yeung,0
Bollywood/Hollywood,Rahul Khanna,0
Confessions of a Driving Instructor,Robin Askwith,0
The Girl from Paris,Michel Serrault,0
Confessions of a Window Cleaner,Robin Askwith,0
Scanners III: The Takeover,Liliana Komorowska,0
Deadman Inferno,Sho Aikawa,0
Applesauce,Max Casella,0
Bad Hurt,Ashley Williams,0
Bare,Dianna Agron,0
Come Down Molly,Eléonore Hendricks,0
Almost Holy,,0
Dream/Killer,,0
Smash Palace,Bruno Lawrence,0
Comedy Central Roast of Justin Bieber,Kevin Hart,0
Back to the Well: 'Clerks II',Kevin Smith,0
Jackrabbit,Josh Caras,0
Comedy Central Roast of Larry the Cable Guy,Larry the Cable Guy,0
Comedy Central Roast of Jeff Foxworthy,Jeff Foxworthy,0
Nora Roberts' Midnight Bayou,Jerry O'Connell,0
"Monkeyshines, No. 2",G. Sacco Albanese,0
London's Trafalgar Square,,0
Beperkt houdbaar,,0
Unforgotten: Twenty-Five Years After Willowbrook,,0
"Monkeyshines, No. 3",G. Sacco Albanese,0
Men Boxing,,0
The Burmese Harp,Rentarô Mikuni,0
Millennium Actress,Mami Koyama,0
The Dirt Bike Kid,Peter Billingsley,0
Harlan County U.S.A.,Norman Yarborough,0
Slow Learners,Adam Pally,0
Uncertain,,0
The World's Greatest Athlete,Jan-Michael Vincent,0
Scherzo Diabolico,Francisco Barreiro,0
A House of Secrets: Exploring 'Dragonwyck',,0
Blue Spring,松田龙平,0
Dirty Weekend,Matthew Broderick,0
The Emperor's New Clothes,Russell Brand,0
Love the Coopers,Steve Martin,2.495700705882353
A Faster Horse,,0
Eye in the Sky,Helen Mirren,1.438815
Extortion,Bethany Joy Lenz,0
What Our Fathers Did: A Nazi Legacy,Niklas Frank,0
Better Off Single,Aaron Tveit,0
Taxi for Tobruk,Hardy Krüger,0
Peggy Guggenheim: Art Addict,,0
Sky,Norman Reedus,0
10 Cloverfield Lane,Mary Elizabeth Winstead,7.219094733333334
"Wings, Legs and Tails",Aleksandr Filippenko,0
Prescription Thugs,,0
Requiem for the American Dream,Noam Chomsky,0
The Underdog Knight,Liu Ye,0
Return to Sender,Rosamund Pike,0
Thought Crimes,Violet Blue,0
Lowriders,Demián Bichir,2.6243286026200874
Mr. Right,Sam Rockwell,0.00433675
The Duel,Woody Harrelson,0.00045
The Wannabe,Patricia Arquette,0
Camp,Daniel Letterle,0
The Angel,Lena Endre,0
Gypsy 83,Sara Rue,0
The House of Yes,Parker Posey,0.4173713333333333
Under the Cherry Moon,Prince,0
The Magnificent Seven,Denzel Washington,1.8040070666666668
Säälistäjät,,0
Aftermath,Sofie Gråbøl,0
Road Wars,Cole Parker,0
For Love or Country: The Arturo Sandoval Story,Andy García,0
Schneider vs. Bax,Tom Dewispelaere,0.0
The Falls,Peter Westley,0
The Valachi Papers,Charles Bronson,0
The Mostly Unfabulous Social Life of Ethan Green,Daniel Letterle,0
My Beautiful Dacia,,0
Echoes Of War,James Badge Dale,0
Woodlawn,C. Thomas Howell,1.1995080833333334
Let's Not Get Angry,Lino Ventura,0
A Patch of Blue,Sidney Poitier,8.49
The Night Before the Exams,Nicolas Vaporidis,0.0
Seeds of Yesterday,Jason Lewis,0
War on Everyone,Michael Peña,0
Consumed,Zoe Lister-Jones,0
Rock Dog,Luke Wilson,0.1570091
Bastille Day,Idris Elba,0.71987965
Harem,Nastassja Kinski,0
Intruders,Beth Riesgraf,0
Band of Robbers,Kyle Gallner,0
Fan Girl,Kiernan Shipka,0
Naked Among Wolves,Florian Stetter,0
Done the Impossible,Adam Baldwin,0
The Little Bear Movie,Kristin Fairlie,0
Class Reunion,Gerrit Graham,0
My Bollywood Bride,Jason Lewis,0
Bush's Brain,,0
Greenfingers,Clive Owen,0
Gayniggers from Outer Space,Gbatokai Dakinah,0
Chappaqua,Jean-Louis Barrault,0
Enclave,Nebojša Glogovac,0
Isabella Rossellini's Green Porno Live,Isabella Rossellini,0
Charlie Chan at the Circus,Warner Oland,0
Charlie Chan at the Race Track,Warner Oland,0
Charlie Chan at Treasure Island,Sidney Toler,0
La scelta,Michele Placido,0
Lemonade,Ertan Šaban,0
Tempo instabile con probabili schiarite,John Turturro,0
City in Darkness,Sidney Toler,0
Charlie Chan in Egypt,Warner Oland,0
Charlie Chan in London,Warner Oland,0
Charlie Chan in Honolulu,Sidney Toler,0
Charlie Chan in Paris,Warner Oland,0
Charlie Chan in Reno,Sidney Toler,0
Charlie Chan in Shanghai,Warner Oland,0
Dumpling Brothers,,0
How to Win at Checkers (Every Time),Toni Rakkaen,0
Magnolia,Julianne Moore,1.309508189189189
Sun Choke,Sarah Hagan,0
Some Kind Of Hate,Grace Phipps,0
Louis Theroux: By Reason of Insanity,Louis Theroux,0
Twigson,Adrian Grønnevik Smith,0
Survivor,Pierce Brosnan,0.0
The Crush,Cary Elwes,2.2682326666666666
Curse of the Witching Tree,Lucy Clarvis,0
The Stoning of Soraya M.,Shohreh Aghdashloo,0
Open Secret,,0
You Are My Sunshine,Huang Xiaoming,0
Genetic Me,,0
Siccîn,Toygun Ates,0
The House of Fear,Basil Rathbone,0
The Pearl of Death,Basil Rathbone,0
LEGO: The Adventures of Clutch Powers,Ryan McPartlin,0
Helen,Annie Townsend,0
Monster Hunt,Bai Baihe,9.632120425
Caprice,Virginie Efira,0
Twin Falls Idaho,Mark Polish,0
Belle and Sebastian: The Adventure Continues,Félix Bossuet,0
Through the Air,Reda Kateb,0
A Snake of June,Shinya Tsukamoto,0
The Tournament,Michelangelo Passaniti,0
Désiré,Albert Dupontel,0
Live from New York!,Tom Broecker,0
The Brain,Jean-Paul Belmondo,0
Highway to Hellas,Christoph Maria Herbst,0
Ghost in the Shell: The New Movie,Maaya Sakamoto,0
Baskin,Muharrem Bayrak,0
Robot Carnival,Kôji Moritsugu,0
The Judgement,Assen Blatechki,0
The Village Had No Walls,Chandrakant Kulkarni,0
The Sun King,Nikolaj Lie Kaas,0
Comedy Central Roast of Joan Rivers,Joan Rivers,0
Summer in Tyrol,Dirch Passer,0
The Barkley Marathons: The Race That Eats Its Young,,0
The Siege of Jadotville,Jamie Dornan,0
Free Fire,Sharlto Copley,0.3565109
Alone in Berlin,Emma Thompson,0
Gold,Matthew McConaughey,0.3613519
Criminal Activities,Dan Stevens,0.0
My All American,Aaron Eckhart,0.0
100 Streets,Idris Elba,0
Captain Fantastic,Viggo Mortensen,1.1759472
Louis Theroux: Transgender Kids,Louis Theroux,0
The Ticket,Dan Stevens,0
The Blackcoat's Daughter,Emma Roberts,0
Into the Forest,Ellen Page,0
Scaramouche,Stewart Granger,2.2449251247920134
Manchester by the Sea,Casey Affleck,8.336329444444445
Lion,Sunny Pawar,11.691896166666666
Port of Call,Aaron Kwok,0.0
Nayak: The Real Hero,Anil Kapoor,0
Lightning Bug,Bret Harrison,0
Sehar,Arshad Warsi,0
The Wonderful Wizard of Oz: 50 Years of Magic,Angela Lansbury,0
De feu et de glace,Lorie Pester,0
Gayby Baby,,0
All Work All Play: The Pursuit of eSports Glory Live,,0
The Brain That Wouldn't Die,Jason Evers,0.0
Among the Believers,,0
A Ballerina's Tale,Misty Copeland,0
American Boy: A Profile of: Steven Prince,Martin Scorsese,0.0
Abbott and Costello Go to Mars,Bud Abbott,0
Abbott and Costello in the Foreign Legion,Bud Abbott,0
Fractured,Eric Roberts,0
Abbott and Costello Meet the Invisible Man,Bud Abbott,0
Abbott and Costello Meet the Keystone Kops,Bud Abbott,0.0
"Abbott and Costello Meet the Killer, Boris Karloff",Bud Abbott,0.0
The End of a Vacation,Viktor Tsoy,0
The Worthless,Matti Pellonpää,0
Here Come the Co-eds,Bud Abbott,0.0
Hit the Ice,Bud Abbott,0
Keep 'Em Flying,Bud Abbott,0
Blind Date,Clovis Cornillac,0
The Break-In,Jenny Lampa,0
All That... for This?!,Fabrice Luchini,0
The Schoolboy,Kim Evans,0
Nightmare Code,Andrew J. West,0
Venus Beauty Institute,Audrey Tautou,0
The White Knights,Vincent Lindon,0
Sparrows,Atli Óskar Fjalarsson,0
The Treasure,Toma Cuzin,0
Insanity,Lau Ching-Wan,0
Sword of D'Artagnan,Nina Wyss,0
The Wedding Photographer,Björn Starrin,0
2061 - Un anno eccezionale,Diego Abatantuono,0
Journey to the Shore,Eri Fukatsu,0
Once Upon a Time in the West,Henry Fonda,1.0643016
The Moment After,Julie Link,0
Day One,Layla Alizada,0
¡Asu Mare! 2,Emilia Drago,0
El Bola,Juan José Ballesta,0
God Willing,Marco Giallini,0
My Big Night,Pepón Nieto,0.0
Indian Summer,Bill Paxton,0
Battle For SkyArk,Garrett Coffey,0
Puffball,Kelly Reilly,0
Nowhere Boy,Aaron Taylor-Johnson,0
Radical Grace,,0
Bob le magnifique,Antoine de Caunes,0
Let It Be Me,Campbell Scott,0
Gothic,Gabriel Byrne,0
Beyond the Clouds,John Malkovich,0
Alligator,Robert Forster,0.0
Amityville: A New Generation,Ross Partridge,0.0
Signer's Suitcase,Roman Signer,0
Sorry I Love You,Vivian Dawson,0
Doctor Who: Voyage of the Damned,David Tennant,0
Dracula,Frank Langella,0
In the Navy,Bud Abbott,0
Morons from Outer Space,Mel Smith,0
Being Canadian,Robert Cohen,0
Nikitich and The Dragon,Yekaterina Gorokhovskaya,0.7707606666666666
Le Rebelle,Patrick Norbert,0
Once Upon a Forest,Michael Crawford,0.5063116923076924
Religion In Crisis,Paresh Rawal,0
Sharkansas Women's Prison Massacre,Dominique Swain,0.0
Ride 'Em Cowboy,Bud Abbott,0
Rumble in the Bronx,Jackie Chan,4.3189396
Satan's School For Girls,Pamela Franklin,0
Makeup Room,Aki Morita,0
The Siege of Firebase Gloria,Wings Hauser,0
Life of the Party,Roscoe 'Fatty' Arbuckle,0
The Time of Their Lives,Bud Abbott,0
Wolf Warrior,Wu Jing,6.666666666666667
The Idealist,Peter Plaugborg,0.0
The Penalty,Edward Arnold,0
Below the Sea,Ralph Bellamy,0
The Wistful Widow of Wagon Gap,Bud Abbott,0
Sherlock Holmes,Ben Syder,0.0
Ishqiya,Naseeruddin Shah,0
Daddy and Them,Laura Dern,0
Land of Mine,Roland Møller,0.0
Dog Eat Dog,Marlon Moreno,0
A God Without a Universe,Johannes Nymark,0
Totally Fucked Up,James Duval,0
Bickford Shmeckler's Cool Ideas,Patrick Fugit,0
The Swimmer,Burt Lancaster,0
The Deal,Kim Sang-kyung,0
Aurora,Carmen Argenziano,0
Miraklet i Viskan,Rolf Lassgård,0
White Night Wedding,Hilmir Snær Guðnason,0
Ice Castles,Henry Czerny,0
Territory,Konstantin Lavronenko,0
Pat and Mike,Spencer Tracy,0
The Amityville Playhouse,Monèle LeStrat,0
Risen,Tom Felton,2.3034784
When the Bough Breaks,Morris Chestnut,3.0658387
Ouija: Origin of Evil,Elizabeth Reaser,9.078416222222222
Sing,Matthew McConaughey,8.43258292
Faith of Our Fathers,Stephen Baldwin,0
B/W,Aleksey Chadov,0
Teenage Dirtbag,Scott Michael Foster,0
The Decameron,Franco Citti,0
Therapy for a Vampire,Tobias Moretti,0
Heavy Petting,Malin Åkerman,0.0
Circle,Julie Benz,0
This Isn't Funny,Katie Page,0
Killer Crush,Daveigh Chase,0
Childless,Barbara Hershey,0
White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,Harold Agnew,0
The Unemployment Club,Véronique Fauconnet,0
White of the Eye,David Keith,0
Joe Dirt 2: Beautiful Loser,David Spade,0
Transformers: The Last Knight,Mark Wahlberg,2.32670055
"Duck, You Sucker",James Coburn,0
Der Fuehrer's Face,Clarence Nash,0
The Glass Castle,Brie Larson,0
Heist,Jeffrey Dean Morgan,0.4606741573033708
White Girl,Morgan Saylor,0.28606
Finding Gastón,Gastón Acurio,0
Temple Grandin,Claire Danes,0
Little Forest: Winter/Spring,Ai Hashimoto,0
A Tale of Love and Darkness,Natalie Portman,0.0
Break Free,Ruby Rose,0
We Are Not Angels,Nikola Kojo,0
Son of Saul,Géza Röhrig,1.777043
Office,Ko Ah-sung,0
The Robbery of the Third Reich,Dragan Nikolić,0
Down Here,Dean Wray,0
Girl on the Edge,Taylor Spreitler,0
The Girl Who Kicked the Hornet's Nest,Michael Nyqvist,10.874527
Arthur & Merlin,Kirk Barker,0.0
Private Number,Judd Nelson,0
Macadam Stories,Michael Pitt,0
Masaan,Richa Chadda,0
The High Sun,Tihana Lazović,0
Tanu Weds Manu Returns,Kangana Ranaut,0
Nahid,Sareh Bayat,0
One Floor Below,Teodor Corban,0
The Other Side,Mark Kelley,0
Rams,Sigurður Sigurjónsson,0
Innocence,Zoé Auclair,0
Double zéro,Eric Judor,0
Killing Emmett Young,Scott Wolf,0
California City,Jay Lewis,0
The Mind's Eye,Graham Skipper,0
Rosenwald,,0
OceanWorld 3D,Marion Cotillard,0.0
The Dark Stranger,Katie Findlay,0
Vivacious Lady,Ginger Rogers,0
Love Me!,Lilli Meinhardt,0
Hell & Back,Mila Kunis,0
Sweet Bird of Youth,Paul Newman,0
Oleanna,William H. Macy,0
The Life and Times of Judge Roy Bean,Paul Newman,0
Je Vous Aime,Georges Demenÿ,0
Frankenfish,Tory Kittles,0
Hells Angels on Wheels,Adam Roarke,0
How Stella Got Her Groove Back,Angela Bassett,1.8836175
Army of One,Nicolas Cage,0
Viral,Sofia Black-D'Elia,0
Каменная башка,Oksana Fandera,0
Princes of the Yen,,0
Choice of Purpose,Sergey Bondarchuk,0
Lake Placid vs. Anaconda,Yancy Butler,0
A Smile Like Yours,Greg Kinnear,0
Shiloh,Blake Heron,0
Opening Night,Gena Rowlands,0
Two Friends,Louis Garrel,0
Dégradé,Hiam Abbass,0
The Glass Bottom Boat,Doris Day,0
Mediterranea,Koudous Seihon,0
Neither Heaven Nor Earth,Jérémie Renier,0
Paulina,Dolores Fonzi,0
Sleeping Giant,Jackson Martin,0
Land and Shade,Haimer Leal,0
Gentleman's Agreement,Gregory Peck,3.9
Designing Woman,Gregory Peck,0
Amor Impossível,Victória Guerra,0
Paternity Leave,Jacob York,0
Up the Academy,Ralph Macchio,0
His Kind of Woman,Robert Mitchum,0
Lakeer - Forbidden Lines,,0
Chris D'Elia: Incorrigible,Chris D'Elia,0
Coin Locker Girl,Kim Hye-soo,0
Losin' It,Tom Cruise,0.17802014285714285
All-Stars,Richard Kind,0.0
Love & Peace,Kumiko Asou,0
Grand Hotel,Greta Garbo,3.7057142857142855
Mustang,Güneş Nezihe Şensoy,0.19230769230769232
Much Loved,Loubna Abidar,0
The Here After,Ulrik Munther,0
Fatima,Soria Zeroual,0
Embrace of the Serpent,Nilbio Torres,0.9428607142857143
Les Cowboys,François Damiens,0
Something Like Happiness,Tatiana Vilhelmová,0
The Wild Bees,Tatiana Vilhelmová,0
Cleveland Abduction,Taryn Manning,0
The Encounter,Clint James,0
Jonny Vang,Aksel Hennie,0
The Wave,Kristoffer Joner,2.197661882902074
Dark Woods II,Anders Baasmo Christiansen,0
Returning Home,Ingar Helge Gimle,0
It Takes Two,Kirstie Alley,0
Goon: Last of the Enforcers,Seann William Scott,0
Stereo,Ronald Mlodzik,0
Funny Ha Ha,Kate Dollenmayer,0
A.D. The Bible Continues,Richard Coyle,0
True Siblings,Lina Englund,0
A Sinner in Mecca,Parvez Sharma,0
Monsieur Ibrahim,Omar Sharif,0
French Fried Vacation 2,Thierry Lhermitte,0
The Legend of Longwood,Lucy Morton,0
I bambini sanno,,0
Frankenstein,Carrie-Anne Moss,0
The Box,Vincent Desagnat,0
Almost Mercy,Kane Hodder,0
The Alchemist's Letter,John Hurt,0
Charlie Chan's Secret,Warner Oland,0
Estranged,James Cosmo,0
Going Hollywood,Marion Davies,0
Paris Blues,Paul Newman,0
El bosque de Karadima,Luis Gnecco,0
Chronic,Tim Roth,0
Valley of Love,Gérard Depardieu,0
Alias Maria,Karen Torres,0
Trudell,Robert Redford,0
I'm Staying,Andrey Krasko,0.404785
The Meddler,Susan Sarandon,1.333505625
Rudolph the Red-Nosed Reindeer: The Movie,Eric Pospisil,0
Cowboys vs. Dinosaurs,Vernon Wells,0
The Boogens,Rebecca Balding,0
Just About Famous,,0
Wild in Blue,Frank Cermak Jr.,0
The Eye: Infinity,Kate Yeung,0
A Hole in the Head,Frank Sinatra,0
Can-Can,Frank Sinatra,0
"Captain Newman, M.D.",Gregory Peck,0
Come Blow Your Horn,Frank Sinatra,0
Fitzwilly,Dick Van Dyke,0
Marjorie Morningstar,Natalie Wood,0
One More Time,"Sammy Davis, Jr.",0
The Fate of the Furious,Vin Diesel,4.95505906
Pal Joey,Frank Sinatra,0
Pressure Point,Sidney Poitier,0
Take Me Out to the Ball Game,Frank Sinatra,0
That's Entertainment!,Fred Astaire,0
Jim Norton: Contextually Inadequate,Jim Norton,0
John Apple Jack,Chris McNally,0
"The 5,000 Fingers of Dr. T.",Peter Lind Hayes,0
Cuckoo in a Dark Forest,Miroslava Soucková,0
The Impossible Years,David Niven,0
Agadbam,Makarand Anaspure,0
Sugar Coated,Robert Lustig,0
Scared Stiff,Dean Martin,0
The C-Word,Sheridan Smith,0
Flatland,Martin Sheen,0
Band of the Hand,Stephen Lang,0.5593002298850575
Naked,,0
A Kind of Loving,Alan Bates,0
Smooth Talk,Laura Dern,0
Tooken,Lee Tergesen,0
Elle,Isabelle Huppert,0.23881774946479695
Microbe and Gasoline,Audrey Tautou,0
The Red Turtle,Emmanuel Garijo,0
French Blood,Alban Lenoir,0
Tony Manero,Alfredo Castro,0
Texas Rising,Bill Paxton,0
The Secret Life of Marilyn Monroe,Kelli Garner,0
Honey Night,Nikola Ristanovski,0
"C'mon, Let's Live a Little",Bobby Vee,0
It's Pat,Julia Sweeney,0
Huset vid vägens ände,Mattias Ohlsson,0
In Dubious Battle,James Franco,0.0
Starring Maja,Zandra Andersson,0
"Get Smart, Again!",Don Adams,0
Goat,Ben Schnetzer,0
Gabbar Is Back,Akshay Kumar,3.727272727272727
Sorrow,Vannessa Vasquez,0
Possession,Sarah Michelle Gellar,0
Wasting Away,Matthew Davis,0
State of the Union,Spencer Tracy,0
Southern Rites,,0
Last Cab to Darwin,Michael Caton,0
Mountains of the Moon,Patrick Bergin,0
Holding the Man,Ryan Corr,0
The Great Alone,Dick Mackey,0
Place Vendome,Catherine Deneuve,0
"Good bye, Lenin!",Daniel Brühl,16.538516666666666
Beyond the Door,Juliet Mills,0.0
The Misfortunates,Kenneth Vanbaeden,0
Drag Becomes Him,Jerick Hoffer,0
Dil Dhadakne Do,Anil Kapoor,1.6923076923076923
A Bell for Ursli,Jonas Hartmann,0
Basta Poco,Andrea Muzzi,0
Everyone Else,Birgit Minichmayr,0
A Chump at Oxford,Stan Laurel,0
Grace Stirs Up Success,Caitlin Carmichael,0
Chocolate City,Carmen Electra,0
Border Incident,Ricardo Montalban,0
Born to Kill,Claire Trevor,0
Cast a Dark Shadow,Dirk Bogarde,0
Satanás - Profile of a Killer,Damián Alcázar,0
It's Only the End of the World,Gaspard Ulliel,0
Women vs. Men,Roman Yunusov,0
Paper Clips,,0
The Livingston Gardener,Christine Elise,0
The Graffiti Artist,Ruben Bansie-Snellman,0
Antarctica: Ice & Sky,Claude Lorius,0
Criminal Lovers,Natacha Régnier,0
The Spin Kid,Blue Cheng-Lung Lan,0
The Onion Field,John Savage,0
Argo 2,Lajos Kovács,0
Dennis Rodman's Big Bang in PyongYang,Dennis Rodman,0
The Care Bears Adventure in Wonderland,Bob Dermer,0
10 Billion: What's On Your Plate,,0
Youth in Oregon,Frank Langella,0
Cheaper by the Dozen,Clifton Webb,0
25 Carat,Aida Folch,0
Wild City,Louis Koo,0
The Burglar,Dan Duryea,0
The Invincible Masked Rider,Pierre Brice,0
"Signed, Sealed, Delivered: From Paris With Love",Eric Mabius,0
A Prayer for the Dying,Mickey Rourke,0.23878116666666666
The Dawns Here Are Quiet,Pyotr Fyodorov,1.5906742424242424
Age Of Kill,Martin Kemp,0
For the Love of Spock,Leonard Nimoy,0
The Enfield Haunting,Timothy Spall,0
Bye-Bye Bin Laden,,0
Unbranded,,0
Extinction,Matthew Fox,0
Beep: A Documentary History of Game Sound,,0
Nate Bargatze: Full Time Magic,Nate Bargatze,0
Mao's Last Dancer,Chi Cao,0.82877804
"Merry Christmas, Drake and Josh",Drake Bell,0
The Beauty Inside,Han Hyo-joo,0
Pokémon Heroes: Latios and Latias,Veronica Taylor,0
Hell or High Water,Jeff Bridges,3.1324413333333334
From The Depths of My Heart,Felice Jankell,0
The Treacherous,Ju Ji-hoon,0
Tokio Baby,,0
Bill,Mathew Baynton,0
He Named Me Malala,Malala Yousafzai,0
Loham,Mohanlal,2.142857686942695
Bad Santa 2,Billy Bob Thornton,0.6839299230769231
Night on Earth,Winona Ryder,0.5759457142857143
The Cokeville Miracle,Nathan Stevens,0
The True Cost,Vandana Shiva,0
Lovemilla,Antti Reini,0
A Country Called Home,Imogen Poots,0
Three… Extremes,Bai Ling,0
Wall Street: Money Never Sleeps,Michael Douglas,1.9249717285714285
